dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,rating,user_ratings_total,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher
True,,,False,True,True,True,True,,False,True,True,,פרוייקט סבתוש,,4.8,53,"[-1, -1]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]","[540, 1020]",431.8,815.8,True,"{'', 'שאכלנו', 'פטריות', '11:00', 'בעלות', 'קטנה', 'ממשיכות', 'אנשים', 'ביום', 'ממולאות', 'עלי', 'לדוכן', 'מהמטבח', 'תאומות', 'והכל', 'לנו', 'תבשילים', 'צהריים', 'הבית', 'ילדים', 'במילוי', 'ונעים', 'פרוייקט', 'כמה', 'הגענו', 'עם', 'חמגשית', '❤️', 'ארוחת', 'אחד', 'מה', 'סגר', 'ומיוחדים', 'שירות', 'מקומיים', 'תענוג', 'אין', 'ו4', 'לקחנו', 'כרוב', 'צלחת', 'סירים', 'שהיו', 'קובה', 'טעימים', 'מטעמים', 'המסורתי', 'של', 'את', 'חלומי', 'מבוגרים', 'נטרף', 'כל', 'מאוד', 'טוב', 'ומקסימות', 'ו2', 'אדיב', 'האחיות', 'הביתה', 'ועלי', '2', 'השעה', 'ממולאים', 'חמודות', 'ועוד', 'גפן', 'מעט', 'קופסאות', 'מומלץ', 'בסביבות', 'מגוון', 'מהכל', 'גם', 'אכלנו', 'הכי', 'הבשלניות', 'ולילדים', 'היה', 'ארבעה', 'להוסיף', 'היינו', 'בורגול', 'ולקחנו', 'סבתוש', 'אוכל', 'המקומי', 'מלאים', '7', 'ממולא', 'שבת', 'בני', 'המסורת', 'הכל', 'לשבת', 'טעים', 'בשפע'}","[32.8170301, 34.9941622]",2.215,-0.213,119.65,1.103,0,70,15,140,1,33,,
True,,True,False,True,True,True,True,,False,True,,,מסעדת המטבח של נוזהה,,4.7,10,"[-1, -1]","[480, 960]","[480, 960]","[480, 960]","[480, 960]","[480, 1200]","[480, 1200]",383.8,767.8,True,"{'', 'שיפודי', 'מקום', 'פלפלים', 'יש', 'היית', 'בשרים', 'בחום', 'במקום', 'ספוח', 'צמיגי', 'היו', 'שם', 'בישול', 'בחסר', 'לוקה', 'לקחת', 'زاكي', 'קישואים', 'ולאכול', 'הבייתה', 'אז', 'גרועה', 'תבשילים', 'השוק', 'מבשלת', 'ושירות', 'נקי', 'לעיס', 'תיבול', 'סלטים', 'קיצור', 'הבשר', 'עלה', 'קרש', 'שאכלתי', 'הטעימים', 'חציל', 'אחד', 'נשוב', 'המופיעות', 'מה', 'לחג', 'בתפריט', 'ברירה', 'שירות', 'עוד', 'וודי', 'אמיתי', 'אין', 'קמנו', 'על', 'חסרות', 'לא', 'ושיפודי', 'נראות', 'היתה', 'ונקי', 'נחצדים', 'מנומס', 'קשה', 'מצוחצח', 'ואו', 'הייתה', 'של', 'בכלל', 'נוזהה', 'ממליץ', 'בנוזלים', 'מאוד', 'אדיב', 'עדין', 'ממולאים', 'מוגשות', 'הזמנו', 'ביתי', 'اكل', 'המקומות', 'אותם', 'גפן', 'ניסנס', 'כבש', 'עגל', 'האש', 'מלא', 'גם', 'ו', 'מרקים', 'נותר', '90%', 'באווירה', 'ולא', 'נעים', 'אגיב', 'הבעלים', 'הוכנו', 'ניתן', 'היה', 'האוכל', 'זה', 'חיתוך', 'וטעים', 'צוות', 'אוכל', 'מאפים', 'ובלתי', 'המולד', 'והלכנו', 'המנה', 'ההערכות', 'לקנות', 'מנות', 'מהמנות', 'אפשר', 'كتير', 'לשבת', 'המקום', 'טעים'}","[32.8169856, 34.9941721]",2.318,-0.224,119.873,1.109,0,68,15,138,1,35,,
True,True,,False,True,True,True,True,,False,True,,,גנאם סנדוויץ בר,,5.0,7,"[-1, -1]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[660, 1320]","[840, 1320]",527.8,1055.8,True,"{'המשפחה', '', 'מקום', 'ותודו', 'ה-philly', 'ברחוב', 'מושלם', 'משתלם', 'את', 'גבינת', 'אחר', 'ממליץ', 'כל', 'עם', 'מאוד', 'לי', 'ההמבורגר', 'אותנטי', 'והיה', 'מהיר', 'ממש', 'הטעימים', 'המלצה', 'אחד', 'משלום', '10/10', 'מעולה', 'בצד', 'כך', '👍👍', 'ורוטב', 'שירות', 'היינו', 'טעים', 'הזמן', 'לקחנו', 'צ׳יקן', 'אוכל', 'cheese', 'שלי', 'על', 'ובייקון', 'חבל', 'נמצא', 'צ׳יפס', ':)', 'אלנבי', 'נקי', 'חשוב', 'מהלב', 'לנסות', 'הכל', 'ובגט', 'steak', 'צ׳דר', 'בחיפה', 'והכי', 'ונהנינו', 'ומחיר'}","[32.8187558, 34.9935536]",0.62,-0.033,71.445,0.637,0,70,7,127,1,34,אוכל רחוב,False
True,True,,False,False,False,True,True,,False,True,True,,Shawarma Sabbah - שווארמה סבאח,,4.6,510,"[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]","[630, 1320]",630.0,1320.0,True,"{'', 'מקום', '😋', 'טובה', 'ענקי', 'תמיד', 'יש', 'לאחר', 'הפעמים', 'למעלה', ""וצ'יפס"", 'באנשים', 'פשוט', 'ששבעתי', 'טעים', 'מקבלים', 'שם', 'הזמן', 'מסודר', 'מול', 'טעימה', 'מוקדם', 'הוא', 'סופסוף', 'מוכנות', '(37', 'הבית', '0', 'מפנקים', 'הפיתות', 'הבודדות', 'עם', 'הפיתה', 'שאכלתי', 'מצוינת', 'באה', 'בשר', 'סוף', 'לשנה', 'לקחנו', 'בהזמנות', 'נחמדה', 'על', 'פעמים', 'בחיפה', 'חדשה', 'לועזית', 'בארץ', 'שמפוצץץ', 'חשבון', 'ש""ח', 'של', 'למנה)', 'שוב', 'את', 'ללא', 'ממליץ', 'כל', 'מאוד', ""המ'ום"", 'שווארמה', 'מדהימים', 'וכל', 'באים', 'כמובן', 'שהמנות', 'בקישוטים', 'אחרי', 'שווארמיה', 'מיקס', 'ושומן', 'עברנו', 'מפוצצות', 'עד', 'ברמות', 'כבש', 'שיש', 'טיול', 'עגל', 'טעמים', 'מלא', 'והם', 'בישראל', 'להם', 'הכי', 'בין', '4', 'ומוכר', 'איכותית', 'היה', 'וואו', 'זה', 'קפה', 'חיפאי', 'לאכול', 'שחזרנו', 'ובצדק', 'שבוע', 'השווארמה', 'מפיתה', 'אם', 'פיתות', 'ספק', 'בבשר', 'הכל', 'בצד', 'נתח', 'באמת', 'כמה'}","[32.8187558, 34.9935536]",0.62,-0.033,71.445,0.637,0,70,7,127,1,34,,
True,,False,False,True,False,True,True,,False,True,False,,סנדוויץ' בר ברכה,2.0,4.8,2265,"[480, 1020]","[480, 1020]","[480, 1020]","[480, 1020]","[480, 1020]","[540, 900]","[-1, -1]",480.0,1020.0,False,"{'', 'מקום', '😋', 'אך', ')', 'דקות', ""הסנדוויץ'"", 'סנדוויץ', 'במקום', 'שעה', 'נגמרו', 'העסק', '״', 'אמנם', 'פשוט', 'שבא', 'חיכינו', 'איך', 'והארוחה', 'שווה', 'הלכנו', 'השתנה', 'כהרגלה', 'הם', 'שהיה', 'מדהימב', 'לוקח', 'שלוקח', 'תעשי', 'מדהים', 'שם', 'מסביב', 'אתם', 'יד', 'משדרגים', 'שבאתם', 'לשעה', 'בסבלנות', 'ביד', 'שמנהלת', 'הוא', 'מיוחדים', 'ביחד', 'איתנו', 'ההמתנה', 'היא', '50', 'אז', 'לנו', 'פה', 'מעולים', 'מאז', 'הבית', 'מיד', 'הילד', 'בו', ""סנדוויץ'"", 'סבא', 'סנדוויצים', 'לחוויה', 'הביס', 'שלנו', 'מומלצת', 'מוסד', 'הבינה', 'ושמענו', '״אתם', 'שאלה', 'שהלכנו', 'ונהנינו', 'קרוב', 'כשהיא', 'לחם', 'הסנדוויץ', 'לכריך', 'הקמתו', 'החוויה', 'זו', 'שהיא', 'קצת', 'לי', 'מצחיקה', 'נכון', 'מנהלת', 'יהיה', 'עם', 'לה', 'עשיתי', 'ממש', 'מאד', 'רגע', 'לחמניה', 'קולינרית', 'מה', 'מיוחדת', 'רמה', 'המקסימה', 'אבל', 'חחח', 'למיוחדת', 'שירות', 'בכאן11', '(', 'אין', 'לשם', 'והופכת', 'דמות', 'כשהזמנו', 'מחיר', 'ביס', 'וברכה', 'אף', 'על', 'לא', 'חנטרישים', 'כי', 'רבה', 'הופכים', 'ברגיל', 'חשוב', 'ענק', 'תודה', 'מחייכת', 'בתור(חיכינו', 'בכתבה', 'רכה', 'אלינו', 'מוכנה', 'הייתה', 'כ-20', 'פעם', 'שפשוט', 'של', 'ש""ח', 'מושלם', 'עשיר', 'מנהריה', 'את', 'בעיקר', 'בזמן', 'ברכה', 'הייתם', 'ממליץ', 'כל', 'והיה', 'מאוד', 'ירקות', 'הסנדויץ', 'לקבל', 'מהיר', 'כתבה', 'אמרתי', 'עצמו', 'ומסבירה', 'שלא', 'כמובן', 'וגם', 'רטבים', 'לקוח', 'וטרי', 'שתי', 'אצלי', 'ומנהלת', 'לך', 'שהמנה', 'השיא]', 'אמרה', 'שאנחנו', 'וחייכנית', 'המקום', 'אוכלים', 'בסנדוויץ', 'המוצרים', 'לומר', 'שנאפה', 'עד', 'המנות(כמעט', 'והיא', 'חבורה', 'האווירה', 'בעקבות', 'שלה', 'מקבלת', 'בית', 'משפחתי', 'שזה', 'מלא', 'קיבלנו', 'בהחלט', 'בזמן״', '[כחצי', 'מקסימה', 'בחיוך', 'פעמיים', 'באתי', 'אי', 'ולא', 'ומיונז', 'הכי', 'שבאנו', 'מושג', 'עבודת', 'חוויה', 'תוצרת', 'מראש', 'היה', 'כאילו', 'ומושקע', 'קטן', 'זה', 'מבפנים', 'רק', 'ושמחים', 'זמן', 'וטעים', 'בנקניקים', 'והבינה', 'היינו', 'הלחמניות', 'הפתעה', ""קראנצ'ית"", 'מכפר', 'הרבה', 'צריך', 'אנחנו', 'ומשופע', 'וזו', 'לבבית', 'רואה', 'מודיעים', 'חם', 'הכריך', 'המלצות', 'לקוחות', 'צחקה', 'לקנות', 'דפוקים', 'הכל', 'מפגרים', 'פנתה', 'הנחשק', 'לחכות', 'באמת', 'טעים'}","[32.8137512, 34.9939423]",32.974,-0.258,114.625,1.125,0,76,6,95,1,40,חומוסייה,False
True,False,,False,True,True,True,True,True,False,True,,,פלאפל ג'ורג',1.0,4.8,358,"[-1, -1]","[300, 1020]","[300, 1020]","[300, 1020]","[300, 1020]","[300, 1020]","[300, 1020]",239.8,815.8,True,"{'', 'מנצח', 'יש', 'ריק', 'נזרקו', '11:00', 'במקום', 'לפלאפל', 'אחת', 'ביום', 'כדורים', 'הם', 'הפלאפל', 'לטעמי', 'וההקפדה', 'היו', 'בעלי', 'קבלת', 'טעימה', 'מיוחדים', 'כיף', 'פה', 'מעולים', 'פנים', 'מנה', 'ברגע', 'ילדים', 'אילו', 'הגענו', 'סלטים', 'עם', 'ורטבים', 'אחד', 'פלאפל', 'ו4', 'הכנה', 'על', 'לטענת', 'רכים', 'טעימות', 'בחיפה', 'חמה', 'הייתה', 'פעם', 'שהזמנו', 'של', 'מבוגרים', 'בזמן', 'הכדורים', 'עשויות', 'ו2', 'הייתי', 'מאוד', 'והיה', 'טוב', 'כל', 'הטעימות', '2', 'השעה', 'מבחר', 'הזמנו', 'השירות', 'טרי', 'מקפידים', 'מעולות', 'והבעלים', 'קציצות', 'וטעם', 'מומלץ', 'בסביבות', 'מלא', 'מצןין', 'מגוון', 'עושים', 'גם', 'העובדים', 'במסגרת', 'הכי', 'כפפות', 'המקורי', 'שמוכן', 'היה', 'סיור', 'זה', 'רק', 'היינו', 'מהואדי', 'לבקר', 'עטיית', 'מצויין', ""ג'ורג'"", 'והגשת', '7', 'המנות', 'המנה', 'שבת', 'וטעימים', 'בני', 'לשמן', 'היסטוריה', 'הניקיון', 'מחדש', 'המקום', 'טעים'}","[32.8174619, 34.994252]",0.639,-0.188,123.454,1.126,0,94,14,148,1,39,אוכל רחוב,False
True,,True,True,False,False,True,True,,True,,True,,דל מאר - Del-mar,,4.6,246,"[1080, 1410]","[-1, -1]","[1080, 1410]","[1080, 1410]","[1080, 1410]","[720, 1410]","[720, 1410]",863.8,1127.8,True,"{'', 'טובה', 'הגדרה', 'שבזמן', 'commence', 'tels', 'אחת', 'שעה', 'כמו', 'בכל', 'come', 'להיות', 'במיקום', 'צרפתית', 'beyond)', 'צריכה', 'feels', 'definition', 'גילי', 'of', 'אריאל', 'delicate', 'וטריות', 'לי', 'שהשולחן', 'בכמעט', 'back', 'המליצה', 'הטוב', ""Don't"", 'חברים', ""n'y"", 'אותנו', 'אחרת', 'אני', 'עיקריות', 'וכמה', 'serveur', 'נחמדה', 'מענגת', 'servi', 'הטעמים', 'love', 'רבה', 'ונמשך', 'lebarak', 'בחיפה', 'divin', 'des', 'דופן', 'du', 'שוב', 'והיה', 'no', 'avec', '2', 'We', 'that', 'לך', 'בשם', 'principaux', 'word', 'one', 'טאלו)', 'ועוד', 'linguini', 'schnitzel', 'בדיוק', 'גם', 'כלכך', 'plats', 'נשמח', 'mer', 'starts', 'ולא', 'הכי', 'והכוונה', 'חוויה', 'above', 'לקחה', 'האוכל', 'והנוף', 'זה', 'en', 'חצי', 'ומנה', 'שאני', 'אוכל', 'אלוהי', 'שניצל', 'nous', 'גבוהה', 'Cela', 'nommé', 'מדהימה', 'and', 'a', 'give', 'לחזור', 'ביותר', 'blanc', 'למסעדה', 'waiter', 'אל', 'במילה', 'הטובות', 'נהנינו', 'או', 'במגוון', 'דגים', 'or', 'מנה', 'שמסעדה', '-', 'יין', '(un', 'served', 'קצר', 'flavors', 'as', 'מאד', '😂', 'ושהכל', 'would', 'הן', 'שירות', 'certainement', 'מנע', 'יוצא', 'לא', 'מעל', 'ומעבר)', 'בארץ', 'טעם', 'ואוו', 'עשיר', 'וכמובן', 'את', 'במינו', 'מהמארחת', 'אה', 'עדין', 'desserts', 'taste', 'וגם', 'מעולה', 'אחרי', '(מלצר', 'המסעדות', 'the', 'que', 'איטלקי', 'עברנו', 'גלם', 'בהחלט', 'שמור', 'ההזמנה', 'לברק', 'הצעת', 'saveurs', 'ברמה', 'צוות', 'ותודה', 'שירת', 'במיוחד', 'כבשה', 'איחרנו', 'כמה', 'définition', 'מסעדת', 'ופירות', 'בסדר', 'ופשוט', 'Nous', ""d'autre"", 'fruits', 'נחזור…', 'וההתלהבות', 'מדהים', 'שהחליף', 'main', 'בקרוב', 'italien', 'במרק', '(appelé', 'ולהרגיע', 'במסעדת', 'in', 'נחזור', 'de', 'il', ""l'oignon"", 'אין', 'וגורם', 'קורה', 'על', 'במסעדה', 'להשיג', 'revenir', 'seafood', 'יוקרה', 'של', 'חומרי', 'divine', 'הפרמטרים', 'כל', 'wow', 'with', 'החותמת', 'pas', 'service', 'מתחיל', 'ou', 'ומרגיש', 'there', 'לדעאל', 'אדם', 'בן', 'vin', 'מסעדה', 'הערב', 'לבן', 'le', 'au-delà)', 'aimerions', 'מרגישים', 'soup', 'טעמים', 'named', 'בריביירה', 'les', 'ניתן', 'לציין', 'וואו', 'et', 'aux', 'to', 'הפכה', '(a', 'לאחת', '😊', 'שכמעט', 'wine', 'En', 'Italian', 'מאר', 'המלצרים', 'המשמרת', 'השף', 'הלהט', 'בחול)', 'au-dessus', 'mot', '(תהני', 'פשוט', 'definitely', 'נישואים', 'מוסר', 'dishes', 'ביקורים', 'onion', 'דל', 'לפני', 'בצל', 'תהליך', 'להרגיש', 'us', 'un', 'הגענו', 'עם', 'מנהלת', 'מיוחד', 'It', 'בעולם', 'פיצוץ', 'לדבר', 'עוד', 'Ariel', 'soupe', 'בסוף', 'mosher', '(called', 'is', 'continues', ""N'abandonnez"", 'נכונים', 'délicat', 'שהסבירה', 'מרכיבים', 'תוותרו', 'riche', 'לינגוויני', 'השירות', 'such', 'par', 'שליטה', 'מחבק', 'טרי', 'מטורף', 'שלה', 'tallo)', 'בול', 'In', 'à', 'קיבלנו', 'white', 'ים', 'מצד', 'פירות-ים', 'האישית', 'חייב', 'היה', 'כאילו', 'אתה', 'זמן', 'up', 'מלצרית', 'הרבה', 'poursuit', 'other', 'goût', 'variety', 'המלצות', 'une', '(הנקרא', 'מנות', 'מהמנות', 'בשירות', 'הכל', 'והן', 'se', 'rich', 'נמליץ', 'מלצר', 'הקינוחים'}","[32.8062545, 34.9884621]",0.0,0.133,195.85,1.25,21,60,5,61,0,30,,
True,True,True,False,False,False,True,True,,False,True,True,,פיצה פנורמה,1.0,4.4,442,"[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[1260, 1440]","[1060, 1435]",720.0,1440.0,True,"{'', 'מקום', 'הפיצה', 'יווני', 'בחום', 'פשוטה', 'דקות', 'אפילו', 'עבורי', 'דקה', 'מתכון', 'צהובה', 'שנים', 'סתם', 'אחורה', 'מינוס', 'גבינה:', 'הזמנתי', 'היו', 'או', 'שם', 'נשארה', 'הגיע', 'טעימה', 'מחזיר', 'תודעת', 'פיצה', 'עם', 'יהיה', 'מיוחד', 'בלבד', 'אחד', 'קרה', '30', 'שירות', 'זולה', 'שתמיד', 'גבינה', 'לא', 'רסק', 'רוטב:', 'בחיפה', 'בלי', 'טעימים', 'טעם', 'בכלל', 'נמוכה:', 'תוך', 'ממליץ', 'כל', 'מאוד', 'ביקור', 'שלא', 'אפוי', 'סביר', 'הדברים', 'עגבניות', 'הנוראים', 'חי', '12', 'מוצרלה', 'עד', 'הסוף', 'אותה', 'לוואי', 'ואיכותית', 'בצק', 'בצק:', 'מזעזעת', 'והמשלוח', 'הותיקה', 'מעורבבת', 'ברמה', 'אותי', 'והסלט', 'שפגשתי', 'עמק', 'וסלט'}","[32.8055556, 34.9880556]",0.0,0.356,368.842,2.166,30,59,11,61,1,29,פיצריות,True
True,True,True,True,False,False,True,True,,True,True,,,KnockOut - SmaShop,,4.1,110,"[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]","[720, 1440]",720.0,1440.0,True,"{'', 'מקום', '-חיפה', 'תות', 'פטריות', 'יש', 'מהרגיל', 'בחום', 'חדש', 'גבינת', 'קטנה', 'דבר', 'להנות', 'אנשים', '♥️', 'המעושן', 'פילה', 'hamburgigi', 'מפוצץ', 'כמו', 'אוריאו', 'פשוט', 'מביאים', 'מחירים', ""\u200eוצ'יפס"", 'הוזמן', 'חלב', 'טובות', 'הקציצה', 'המבורגרים', 'לפרטים', 'שהיה', 'מדהים', 'או', 'אתם', 'איולי', '😉', 'בחרנו', 'הוגש', 'בוטנים', 'הדורשים', 'באמצעות', 'שלצערי', 'והמלוח', 'בלוגר', 'הוא', 'שיצאנו', 'אפשרות', 'רואד', 'בחוץ', 'פה', 'אז', 'גדולים', ""הז'אנר"", 'לימון', 'לנו', 'כדי', 'חמאתית', 'בצל', 'ריבת', 'הבית', '-', 'צ׳דר', 'בורגר', '(90', 'וקולה(כמובן', 'הציפס', 'מילקשייק', 'תוספות', 'קציצה', 'בריוויון', '(עדיף', 'הטעם', 'סטייל', 'הרגיש', 'גרם)', 'קינחנו', 'סמאשבורגר', 'מרוצים', 'במילשייק', 'הגענו', 'גרידת', 'שמשטח', 'קצת', 'עם', 'ישיבה', '195', 'מרשמלו', 'לחיוב', 'קחו', '🔥', 'בייקון', 'ממש', 'מיוחד', 'ואני', 'אחד', 'נחמד', 'המתוק', 'די', 'שאק)', 'לכל', 'רעבים', 'מה', 'גרם', 'ורוטב', 'עוד', 'במלח', 'אמיתי', ""צ'יזבורגר)"", 'אני', 'איכותי', 'הבטטה', 'לקחנו', 'ברביקיו', 'food', 'גבינה', 'כחולה', 'קולסלאו', '3', 'ופרליני', 'נוספים', 'על', 'הסמאש', 'בקיצור', 'לא', 'לסיכום', 'ציפס)', 'מהגודל', 'פרייז', 'שני', 'ראשונה', 'בהרצה', 'מלח', 'מלוח', ""צ'יפס"", 'לדעת', 'כי', 'לנשנש', 'בחיפה', 'רוטב', 'כדאי', 'דאבל', 'רכה', 'קשה', 'לשבוע', 'בלי', 'ואז', 'בלחמניה', 'שקשה', 'שקל', ""צ'יקן"", 'ומילוי', 'לפחות', 'של', 'טופי', 'מתקבלת', 'פעם', 'ולהוסיף', 'ההמבורגריות', 'את', '90', 'להגיד', 'המבוגר', 'ממליץ', 'שנמחצת', 'חמאת', 'סמורס', 'ביקור', 'מאוד', 'יחסית', 'ההמבורגר', 'ויצא', '-סטריט', 'ענקית', 'קיק', 'הוגנים', 'ויש', 'בטטה', 'דרך', 'ממנו', 'וגם', 'מעולה', '4-', 'בורגרים', 'שוקולד', 'בגודל', '2', 'טלה', 'מוכר', 'לבוא', 'ככה', 'וניל', 'לבד)', 'לקראת', 'שזהו', 'ובאווירה', 'יקרה', 'עוף', 'המקומות', 'fast', 'מבוגר', 'טעים(בתמונה', 'אהבתי', 'באינסטגרם', 'ובייקון', 'בכרמל', 'פירות', 'לבקש', 'לשפר', ""פלנצ'ה"", 'אמריקני', 'לפחיות-12', 'טהרת', 'כמהין', 'רוקי', 'נוזלית', 'יער', 'קציצות', ""בצ'יזבורגר"", 'טלה-לחובבי', 'קאפס', 'מומלץ', 'כבר', 'שזה', 'קלאסית', 'מסך', 'גם', '(סטייל', 'הקופה', 'המבורגר', 'שחורות', 'נתחיל', 'כפול', 'למשקולת', 'פעמיים', 'הלחמניה', 'מתחת', 'הכי', 'שונה', 'בין', 'מושרה', 'הסמורס', 'בערב)', 'כן', '(אולי', 'רושמים', 'עוגיית', 'חייב', 'מהמבורגר', 'להפסיק', 'היה', 'ואת', 'האוכל', 'קטן', 'זה', 'חטיף', 'רק', 'וקריספי', 'גס', 'בתור', 'היינו', 'קציצת', 'ריסז', 'סניקרס', 'לאכול', 'בהצלחה', 'הדאבל', 'מ40', ""קראנצ'ית"", 'ומריר', 'הרבה', 'סמאש', 'ברמה', 'בטמפורה', 'צריך', 'בטירוף', 'אנחנו', 'מצויין', 'רותחת', 'אם', 'שייק', 'מטוגן', 'נגיעות', 'דבר-', 'מהר', 'הטריפל', 'נאגטס', 'חם', 'בפחות', ':)', 'שולחנות', 'הלימון', 'הולכים-', 'במיוחד', 'להזמין', 'אפשר', 'לקציצה', 'וטריפל', 'מושחתות', 'אמריקאית', 'שתיה', 'באמריקה', 'מתוק', 'קריספי'}","[32.8044886, 34.9878134]",0.0,0.389,399.0,2.333,24,63,12,63,4,30,,
True,True,,False,False,False,True,True,True,False,True,,True,פלאפל בר-גיורא,1.0,4.6,148,"[630, 1230]","[630, 1230]","[630, 1230]","[630, 1230]","[630, 1230]","[630, 1050]","[-1, -1]",630.0,1230.0,True,"{'', 'כנראה', 'מגוון', 'ובמחיר', 'יצירתי', 'נכונות', 'אחלה', 'סגור', 'בתוספת', 'בשעות', 'את', 'הפעמים', 'הכדורים', 'לטעות', 'הייתי', 'בפלאפל', 'מאוד', 'טוב', 'בגוגל', 'עממי', 'וקשה', 'שעתיים', 'לפרגן', 'שלא', 'שעות', 'שמצויינות', 'נפלתי', 'היה', 'שמח', 'אבל', 'צריכים', 'לעדכן', 'רוב', 'כדורי', 'עוד', 'וטעים', 'להגיע', 'פלאפל', 'היו', 'השעות', 'שם', 'לגלות', 'שהייתי', 'מרחוק', 'צריך', 'אותי', 'מחיר', 'המקום', 'טרי', 'על', 'חבל', 'משהו', 'כשמפורסם', 'לא', 'הפתיחה', 'סביח', 'תפריט', 'כדי', 'יום', 'המצויינות', 'ומאוד', 'מעדכנים', 'פתיחה', 'שיש', 'שהמקום', 'באמת', 'טעים', 'מומלץ'}","[32.8080479, 34.9925876]",24.235,-0.229,151.922,1.492,0,8,0,24,1,32,,
True,False,,True,True,True,True,True,,True,True,,True,אלם אינג'ירה,,3.5,4,"[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[540, 1380]","[1140, 1380]",540.0,1380.0,True,"{'', 'מנותקת', 'התבשילים', 'טעם', 'של', 'אחלה', 'מהמציאות', 'זול', ""אינג'רה"", 'טוב', 'וזול', 'ויבשה', 'בעלת', 'מה', 'במחיר', 'כמויות', 'זה', 'לארוחה', 'אחרים', 'היו', 'שהוגש', 'טעימה', 'מחיר', 'יותר', 'ממקומות', 'קלה', 'לא', 'חסרי', 'נדיבות', 'מסעדה', 'גבוה', 'פיתרון', 'המקום'}","[32.8104743, 34.9913816]",48.573,-0.21,200.5,2.0,0,7,1,42,1,38,,
True,False,,True,True,True,True,True,True,True,True,True,,אליקה,1.0,4.5,587,"[420, 1500]","[420, 1500]","[420, 1500]","[420, 1500]","[420, 1500]","[420, 1500]","[420, 1500]",420.0,1500.0,True,"{'', 'מקום', 'השינקין', 'אך', 'בשבת', 'למשפחות', 'שעה', 'לקפה', 'המיקום', 'שראו', 'חיכינו', 'וקראתי', 'השאר', 'אופן', 'שם', 'שישבו', 'לנו', 'הקר', 'הסבירים', 'נקי', 'טוסט', 'והאווירה', 'השולחן', 'הדביק', '(היו', 'והמקום', 'שהסגל', 'מספיק', 'עם', 'המחירים', 'ואני', 'ֶ', 'אחד', 'יחס', 'בבר', 'הפסיד', 'אותנו', 'שניקינו', 'שפתוח', 'הטיפוסים', 'אין', 'ניגש', 'לחכות)', 'קמנו', 'שלי', 'על', 'לא', 'הפנים', 'ונצפו', 'כנראה', 'וכוכב', 'הקפה', 'מגבונים', 'בכלל', 'בלשון', 'את', 'להמתין', 'מניח', 'למרות', 'כל', 'סימן', 'מאוד', 'ליד', 'קיבל', 'המצויין', 'במטבח', 'הייחודיים', 'בעצמנו', 'לאוכל', 'השירות', 'מרחוק', 'ברור', 'מבשלים', 'עדיין', 'הנחמד', 'המעטה', 'בשום', 'כוכב', 'מתאים', '""רגוע""', 'ושרות', 'היה', 'זה', 'הילדים', 'רצו', 'רוויית', 'ועשו', 'לאכול', 'חצי', 'יפה', 'למלצר', 'עברו', 'נתנו', 'להזמין', 'היד', 'הלפות', 'טעים'}","[32.8098542, 34.9930835]",43.224,-0.21,200.5,2.0,0,18,8,61,2,45,בתי קפה,False
