dine_in,delivery,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,wheelchair_accessible_entrance,curbside_pickup,name,price_level,sunday_activity_hours,monday_activity_hours,tuesday_activity_hours,wednesday_activity_hours,thursday_activity_hours,friday_activity_hours,saturday_activity_hours,open_activity_hour,close_activity_hour,open_on_saturday,reviews,geo_location,percent of religious,socio-economic index value,socio-economic rank,socio-economic cluster,store_100,store_500,rest_100,rest_500,bus_station_100,bus_station_500,type,kosher,grade
True,,,True,False,False,True,True,,True,True,,,אוטו,,"[720, 1350]","[720, 1350]","[720, 1350]","[720, 1350]","[720, 1350]","[720, 1350]","[720, 1350]",720.0,1350.0,True,{''},"[32.8091829, 34.9985299]",24.59,-0.438,125.0,1.0,0,64,8,112,4,46,,,85.285
True,,,False,False,False,True,True,,False,True,,,מרכז הצ'יבוריק,,"[600, 1080]","[600, 1080]","[600, 1080]","[600, 1080]","[600, 1080]","[600, 840]","[-1, -1]",600.0,1080.0,False,"{'', 'והתקדמנו', 'הסתובבנו', 'וסגרנו', 'טובים', 'תפוחי', 'ובצל', 'חלקנו', '-', 'מחירים', 'הצהריים', 'והטעם', 'גבינה', 'שם', 'אני', 'אחד', 'עם', 'גדולה', 'בזווית', 'מומלצת', 'העין', 'טוב', 'המשפחה', ""חצ'אפורי"", 'קונדיטוריה', 'עממי', 'את', 'מופלא', 'טעים', 'המחיר', 'ועלינו', 'סופניה', 'היה', 'השבוע', 'שגם', 'בלינדר', 'קניה', 'לכל', 'לקחתי', 'בשבוע', 'פירה', 'כבר', 'מומלץ', 'החלוץ', 'מאוד', 'בפנים', 'ארוחת', 'מצוין', 'היא', 'הציבוריק', 'קלטה', 'עשינו', 'תלפיות', 'ושירות', 'אדמה', 'שעבר', 'אישתי', 'ברחוב', 'בשוק', 'לבנק', 'לכיוון', 'מטוגנת'}","[32.8077695, 35.0019261]",50.228,-0.7000000000000001,67.5,1.0,0,79,7,82,6,42,,,83.697
True,True,,False,True,True,True,True,,False,True,,True,סנדוויץ' בושיש,,"[360, 1020]","[360, 1020]","[360, 1020]","[360, 1020]","[360, 1020]","[420, 900]","[-1, -1]",360.0,1020.0,False,"{'', 'מגוון', 'סלטים', 'פצצה', 'דבר', 'מטוגן', 'ממש', 'ומחיר', 'טעים', 'שתיה', 'הבשר', 'כול', 'זול', 'שקל', 'נחזור', 'בהחלט', 'והכי', 'טעעמים', 'מבחר', 'סנדוויצים', 'חשוב', 'השניצל', 'המקום', 'טרי🔥🔥🔥', 'ב5', 'על', 'טרי'}","[32.8089056, 35.0008735]",30.898,-0.7000000000000001,67.5,1.0,0,76,18,89,1,38,,False,89.154
True,,,False,True,True,True,True,,False,,,,ערואק,,"[540, 1110]","[540, 1110]","[540, 1110]","[540, 1110]","[540, 1110]","[540, 1110]","[540, 1110]",540.0,1110.0,True,"{'', 'לי', 'מהזולים', 'שוק', '-', 'אבל', 'אוכל', 'לילדים', 'עושה', 'והגענו', 'אני', 'אחרת', 'פלאפל', 'ברגע', 'טעים', 'הפינות', 'לא', 'חומוס', 'פשוט', 'מנסף', 'כולנו', 'מארוחה', 'שלקחנו', 'משמח', 'הגענו', 'שלקחנו:', 'סלט', 'רע', 'מחיר', 'שאוהב', 'שאני', 'חיסלו', 'ובורגול', 'וקבב', 'אנחנו', 'לנסות', 'חדש', 'עראייס', 'כדי', 'פשוטה', 'שירות', 'מנה', 'בקיצור', 'ומצאנו', 'את', 'בצהריים', 'טעימות', 'ונראה', 'מלבי', 'הם', 'הגרגירים', 'לפספס', 'ליד', 'מומלץ', 'מאוד', 'באמת', 'תלפיות', 'ממלבורן', 'הייתה', 'שהתיישבנו', 'בשוק', 'עושים', 'מקום', 'עדן', 'שישי', 'הילדים', 'כל', 'לבוא', 'חשבנו', 'מעולה', 'חדשה', 'עם', 'ירקות', 'למי', 'ערואק', 'סוגרת', 'שמתנו', 'חצילים', 'זול', 'לקינוח', 'נחזור', 'להגיש', 'המנות', 'ויותר', 'מסעדה', 'אסור', 'לנו', 'אך', 'נחמד', 'הפטוש', 'השולחן', 'ומחירים', 'הדרך', 'מטורפת', 'הולך', 'הרעננות', 'ביום', ""מג'דרה"", 'האוכל', 'הפלאפל', 'אפילו', 'ממולץ', 'מקרה', 'של', 'ולהינות', 'אין', 'ממש', 'פיתות', 'מדהים', 'מהיר', 'במקרה', 'בעצמי', 'מושג', 'מה', 'חמוצים', 'התחילו', 'ואותנטי', 'והשירות', 'רמה', 'לשבת', 'טעימה', 'לגן', 'הזה', 'פאתי', 'לאכול', 'ממליץ', 'ושירות', 'אהבו', 'לקפוץ', 'הוא', 'על'}","[32.8082054, 35.002049]",42.936,-0.607,64.978,0.897,0,78,11,82,2,42,,False,92.926
True,True,True,True,True,True,True,True,True,True,True,True,,עראבסקה,1.0,"[-1, -1]","[630, 1080]","[630, 1080]","[630, 1080]","[630, 1080]","[630, 1080]","[630, 1080]",503.8,863.8,True,"{'', 'רוח', '(רק', 'היות', 'לשירותים', 'לי', 'מחדש', 'שוק', 'אבל', 'ומיוחדות', 'אוכל', 'להתפנק', 'לבוש', 'מלא', 'בעלי', 'כי', 'מובטחת', 'אני', 'התחלנו', 'עדיין', 'יפות', 'מפיות', 'מתרומתנו', 'החזרה', 'לאפשר', 'להזמין', 'שלה', 'טעים', 'ואוטנתי', 'חיכינו', 'רשמה', 'הרוח', 'נחמדה', 'ושילמנו', 'לא', 'הפתעה', 'זה', 'כשהיה', 'ב1500', 'חומוס', 'הנאה', 'עאראק', 'חציל', 'ערבי', 'ושושבארק', 'שהיו', 'גלילות', 'להנות', 'האיזור', 'המילוי', 'שהתפנה', 'בערך', 'נשלחנו', 'קנקן', 'ששגוני', 'שעה', 'הגענו', 'היא', '😵🤣🤣🤣', 'כ', 'ומאוד', 'סלט', 'פיצי', 'קצרת', 'יותר', 'האופנוע', 'שאני', 'אדיב', 'לתחיה', 'התפוצצנו', 'קטנה', 'יוגורט', 'וקבב)', 'חיכתה', 'ללא', '(לא', 'די', 'וגבינה', 'השרות', 'כביכול', 'למרכז', 'תמיד', 'למקור', 'אפשר', 'להתוודע', 'שירות', 'אהבתי', 'וכמובן', 'מוזר', 'בשבילי', 'עד', 'מוגש', 'ניתן', '2022)', 'להוסיף', 'את', 'בצהריים', 'המארחת', 'טעימות', 'ציבוריים', 'מאד', 'וכאן', 'לספוג', 'מפני', 'אותו', 'בהמתנה', 'סביר', 'בסך', 'לתיקים', 'ומעילים', 'והקמה', 'בחוץ', 'למקום', 'היום', 'עוררין', 'מומלץ', 'רבה', 'מאוד', 'בצלחות', 'מרק', 'אינטנסיבי', 'טעימים', 'ההגשה', 'חם', 'מלצרים', 'נייר', 'מציע', 'תלפיות', '15דקות', 'הזמנו', 'המקום', 'הזמנות', 'והיא', 'בשירותים', 'וממנות', 'מראש', 'הייתה', 'שבת', 'צבעוניים', 'טרי', '14', 'מקום', 'שישי', 'תודה', 'בכללי', 'כל', 'שלנו', 'קר', 'וטעמו', 'לבוא', 'מעולה', 'הקובה', 'עם', 'טחון', 'חיפאית', 'ונשלח', 'לונץ', '12', 'תהנו', 'מנת', 'נסלח', 'טוב', 'לשולחן', 'נאמן', 'הורדתי', 'חרס', 'יעיל', 'חצילים', 'כמו', 'אותנטי', 'למצב', 'היה', 'להגיש', 'לימון', 'שלא', 'המנות', 'והכי', 'למטבח', 'גדולות', 'לכל', 'וצוות', 'טבולה', 'כבר', 'מושלם', 'היתה', 'מסעדה', 'מקסימים', 'לנו', 'נגיעה', 'בשבילנו', 'מדי', 'לפני', 'לקראת', 'השם', 'מנעימה', 'שחיכו', 'אך', 'רק', 'זמן', 'שנותנים', 'או', 'פתחנו', 'כחלק', 'בשעה', 'בעבר', 'נתחיל', 'מתלה', '200₪', 'פרוסות', 'ברחוב', 'המלכה', 'קצר', 'AYB2102', 'בשר', 'והגשת', 'כחצי', 'השוק', 'אחלה', 'לאהוב', 'שנינו', 'נקיים', 'מי', 'ביום', 'האוכל', 'והישיבה', 'נענע', 'ובעלי', 'טיפ', 'של', '(דצמבר', '💕', 'לאחר', 'בשפע', 'ממש', 'הכל', 'תרד', 'להכנה', 'גינונים', 'אורז', 'ומהיר', 'ועדיין', 'הזמן', 'קור', 'בקשנו', 'שזה', 'בחיפה', 'מראש)', 'כיסוני', 'בשבת', 'עמוס', 'נשמר', 'ממליצה', 'ציון', 'שתרם', 'כולל', 'מים', 'היחס', 'אכלנים', 'ולא', 'זריז', 'בכלי', 'ואת', 'לשדרוג', 'בלי', 'הזה', 'השעה', 'נעים', 'טעים)חיכינו', 'שווה', 'שושברק', 'וממש', 'התמלא', 'הרגשה', 'שרק', 'מעוטרות', 'להפליא', 'הייתי', 'אי', 'בוריק', 'לימונעארק', 'על'}","[32.8080859, 35.0021953]",47.371,-0.601,62.765,0.882,0,77,10,81,2,42,,False,90.521
True,False,False,True,False,True,True,True,,True,True,True,False,התאילנדית בשוק,,"[-1, -1]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 1320]","[720, 960]","[-1, -1]",575.8,1055.8,False,"{'', 'פוד', 'הטעם', 'לוטי', 'חלקנו', 'שוק', 'אז', '-', 'אבל', 'יצאנו', 'אוכל', 'חריפות', 'שבין', 'בננה', 'כי', 'אני', 'אחרת', 'אלוהי', 'למנה)', 'בפה', 'אוירת', 'וזה', 'להזמין', 'וטעמים', 'חיכינו', 'במיטבו', 'טעים', 'לצד', 'אגרול', 'לא', 'והאווירה', 'רוטב', 'ובהחלט', 'וקפצנו', 'הבננה', 'סחלב', 'זה', 'מיוחד', 'מאסמאן', '(25', 'וקינוח', 'פשוט', 'לגמרי', 'גבוהה', 'ש""ח', 'חסרי', 'street', 'וחלק', 'והבטטה', 'תרוצו', 'סגור', 'חשוב', 'תאילנדי', 'שנצמד', 'התחתונה', '2', 'והיה', 'היא', 'הארדקור', 'שיש', ""הז'אנר"", 'סלט', 'פאד', 'בישראל)', 'יותר', 'מרקים', 'מחיר', 'לבקר', 'אדיר', 'חבל', 'אם', 'שאחזור', 'קטנה', 'נגמר', 'קינוח', 'די', 'היינו', 'ממדינות', 'תאי', 'רמת', 'האדמה', 'מוגזמת', 'מירושלים', 'שבעים', 'האגרול', 'אחרות', 'למקור', 'במנה', 'עוד', 'פשוטה', 'מסעדת', 'אפשר', 'קטנטן', 'מנה', 'שירות', 'בקיצור', 'מוזר', 'קרנבל', 'תאילנד', 'תאילנדים', 'לעיקרית', 'ניתן', 'את', 'מחשמלת', 'טעימות', 'תבשיל', 'באהבה', 'סביר', 'חייבו', 'אמיתית', 'קריספי', 'אפונה', 'מדויק', 'מילים', 'ביותר', 'מאוד', 'קלאסי', 'ראינו', 'בעקרון', 'מהמסעדה', 'שוב', 'לחובבי', 'המנה', '17-18', 'ופלייליסט', 'המרק', 'תלפיות', 'טובה', 'השירות', 'מדהימה', 'הזמנו', 'המקום', 'בצהרים', 'לחייך', 'בשוק', '(39', 'ממנות', 'מקום', 'וכוס', 'לוואי', 'נורמליים', 'והתמורה', 'תפוחי', 'בסבלנות', 'הכי', 'המטבח', 'לכו', 'והקינוחים', 'מלווח', 'הלכתם', '♡', 'המוכרת', 'כמות', 'קארי', 'עם', 'מטוגן', 'לכסף', 'ומכיר', 'מעולה', 'גרם', 'ובוטנים', 'במתיקות', 'חמוץ', 'טעמנו', 'להישאר', 'ישראלים', 'טוב', 'ועסיסי', 'חבר', 'אותנטי', 'פועלים', 'אווירה', 'פפאיה', 'שתינו', 'לקינוח', 'בנראות', 'סטריט', 'היה', 'אגב', 'והכי', 'כבר', 'לאוהבי', 'היתה', 'מסעדה', 'לנו', 'איומה', 'לפני', 'באווירה', 'השאירה', '(בשונה', 'אך', 'נחמד', 'לקוחה', 'רק', 'והחזרנו', 'לרצות', 'שום', 'במילה', 'מבשר', 'טעם', 'המתנה', ')', 'שהיה', 'בשר', 'מותאמת', 'דומה', 'ביס', '☆☆☆☆☆', 'וטובה', 'מי', 'שימו', 'המחירים', 'ביקרתי', 'האוכל', 'של', 'מבחוץ', 'בירה', 'סה""כ', 'לפתוח', 'ממסעדות', 'כחולה', 'גרסה', 'לאחר', 'אחת', 'ממש', 'אמיתיים', 'אותנטיות', 'בשורה', 'לקחנו', 'food', 'טפיוקה', 'יין', 'במיוחד', 'מעודנת', 'כאן', 'ובכלל', 'כנראה', '(66', 'בחיפה', 'עמוס', 'ואותנטי', 'שילמנו', 'הלוטי', 'בקר', 'באיזה', 'לשוק', 'זו', 'ולא', 'אותנו', 'במיקום', 'קלה', 'הטוב', 'נהנינו', 'נימוח', 'עליה', 'הישראלי', 'ממליץ', 'בתאילנד', 'שרק', 'מהמם', '210', 'אדמה', 'תאילנדית', 'אי', 'חריף', 'ברור', 'זוג', 'הרס'}","[32.8083311, 35.0019594]",30.53,-0.589,66.869,0.893,0,75,12,87,3,42,,,88.527
True,,True,True,True,True,True,True,,True,,,,Ресторан Узбечка Хайфа Израиль,,"[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 1140]","[480, 960]","[-1, -1]",480.0,1140.0,False,"{'', 'כשלוש', 'בטוח', 'ופשוט', 'בטענה', 'ש-""כל', 'בבית', 'והשאיר', 'ותמיד', 'מהמאנטי', 'ונהדר', 'ממקום', 'טעים', 'לא', '😋', 'מדבר', 'עכשיו', 'לצרכנות', 'בגלל', 'חשוב', 'אחרים', 'יפה', 'בלב', 'הכסף', 'הפסיק', 'אולי', 'שחם""', 'יום', 'אצלו', 'שאני', 'אדיב', 'אחזור', 'ולאחר', 'הלילה', 'ולקחתי', 'כדי', 'פלוב', 'בית', 'אכלתי', 'קולנוע', 'התקשרתי', 'בערב', 'את', 'פעמים', 'יחידה', 'מאנטי', 'בזמן', 'למקום', 'המסעדה', 'נפלא', 'שרות', 'המצב', 'התחלתי', 'מקום', 'מבאס', 'אורה', 'כל', 'בחזרה', 'מעוצב', 'מעולה', 'עם', 'לכן', 'לבעל', 'והסברתי', 'השיחה', 'לקבל', 'חבר', 'אווירה', 'במועצה', 'היה', 'שהוא', 'לפחות', 'והכי', 'כבר', 'שעות', 'נעימה', 'הגעתי', '☕', 'אגיש', 'רחוב', 'בסדר', 'ככה', 'אחלה', 'היסטורי', 'וגם', 'להקיא', 'האוכל', 'של', 'במסעדה', 'אחת', 'ממש', 'הקו', 'נפנף', 'נשאר', 'אנשים', 'מצויין', 'לו', 'האהוב', 'הרצל', 'בבנין', 'ולא', 'הזה', 'לאכול', 'מכין', 'בבוקר', 'תלונה', 'אותי', 'שלי', 'קפה', 'כמה', 'הבייתה', 'הייתי', 'הוא', 'על'}","[32.8096291, 34.9988997]",48.78,-0.555,43.375,0.75,0,71,9,115,6,44,,,72.194
True,,,True,True,True,True,True,,True,True,,,החלוצ 42 לב הדר,,"[420, 1560]","[420, 1560]","[420, 1560]","[420, 1560]","[420, 1560]","[420, 1560]","[420, 1560]",420.0,1560.0,True,"{'', 'ו', 'נחמד', 'מכונות', 'כביסה', 'מלודית', 'ויש', 'Wi-Fi', 'טובה', 'מאוד', 'מוזיקה', 'שירותים'}","[32.8095509, 34.9995229]",33.58,-0.557,73.067,0.95,0,81,7,99,5,43,,,85.992
True,,True,True,True,True,True,True,,True,True,,,פיצרייה תלפיות,,"[-1, -1]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 1380]","[720, 960]","[-1, -1]",575.8,1103.8,False,"{'', 'שמזוקק', 'יד', 'רוח', 'הקולי', 'לכולם', 'עושר', 'אבל', 'צוות', 'אז', 'מחומרי', 'מעולים', 'בטוב', 'הידיים', 'אנדרסטייטמנט', 'איכותי', 'טעים', 'הצוות', 'לא', 'עולה', 'המחשבה', 'הומה', 'זה', 'מוחות', 'כיף', 'פשוט', 'נראים', 'וצבעוני', 'חיוך', 'מצפה', 'לראות', 'המענה', 'קוסם', 'עייפים', 'גאונים', 'גם', 'הקודם', 'שאוהב', 'לחוצים', 'חוויה', 'עשוי', 'ברגוע', 'אחד', 'ממליצים', 'עוד', 'אפשר', 'הפיצרייה', 'ומצליח', 'להזמנות', 'פיצה', 'את', 'הפתוח', 'המסעדה', 'מדויק', 'מומלץ', 'לקוחות', 'מאוד', 'מחייכים', 'השף/בעלים', 'מאחורי', '😋😍', 'יפיפה', 'ניוקי', 'המקום', 'לבנים', 'משובח', 'ראשונה', 'יינות', 'מכירים', 'טרי', 'מקום', 'חי', 'הכי', 'תודה', 'כל', 'יוצרי', 'האווירה', 'דבר', 'עם', 'יוצא', 'בכיף', 'בעבודת', 'הקודמת', 'טוב', 'לפעם', 'שעובד', 'היה', 'והטעים', 'מושלם', 'ומקום', 'לכל', 'מבחר', 'ים', 'מטבח', 'עובדים', 'היטב', 'החדש', 'וצועק', 'במקום', 'חיים', 'ומפנק', 'כך', 'ואיזה', 'דופן', 'לכם', 'שנים', 'המופלא', 'בקוצר', 'והאנשים', 'השף', 'בסדר', 'תומר', 'הבאה', 'בקצב', 'גלם', 'בעיר', 'האחרונה', 'מי', 'מורגשת', 'החוויה', 'לשמוע', 'האוכל', 'המדהים', 'של', 'פעם', 'העובדים', 'הכל', 'מדהים', 'עשתונות', 'שלו', 'בהחלט', 'ממליצה', 'בתנור', 'ולא', 'אמיתי', 'במיקום', 'החדשה', 'מביך', 'הזה', 'וטריים', 'סבירים', 'מצוין', 'שווה', 'במטבח', 'הראשונה', 'במחירים', 'נהדרת', 'אלכוהול', 'שלי', 'כמה', 'תיכוני', 'מאבד', 'בעל', 'על'}","[32.8088473, 35.0013638]",30.898,-0.575,66.342,0.88,0,71,15,87,2,40,,,88.385
True,,,,,,True,True,,,True,,,Кафеха,,,,,,,,,,,,"{'Всё', 'отлично👍'}","[32.8095586, 34.9996425]",33.58,-0.7000000000000001,67.5,1.0,0,82,10,98,4,42,,,85.285
True,,,,,,True,True,,,True,,,מטבח אוזבקי וקווקזי,,,,,,,,,,,,"{'', 'לי', 'יד', 'מאפה', 'ויש', 'מפואר', 'ותיבול', 'אז', 'אבל', 'הכרתי', 'אוכל', 'וקפקאס', 'רציתי', 'אטריות', 'בהזמנה', 'שם', 'שהגעתי', 'שאפשר', 'הפלוב', 'וסמסה', 'היחיד', 'יכול', 'טעים', 'לא', 'בהרצל', 'קטן', 'כיסונים', 'זה', 'נהדר', 'במחיר', 'לחזור', 'פשוט', 'חיוך', 'ללוסי', 'בגלל', 'בערך', 'ארוחת', 'בסגנון', 'היא', 'נכנסתי', 'קיבה', 'אולי', 'גם', 'ביד', 'בשיתוף', 'חייכה', 'שאומר', 'היינו', 'החסרון', '₪', 'ציבוריק', 'חתוך', 'עשוי', 'חטפתי', 'היו', 'בית', 'אחד', 'אכלתי', 'מסעדת', 'בנגריה', 'סך', 'בכל', 'בגדול', 'שהם', '(ארוחה', '15', 'בלאט', 'הגיע', 'את', 'קלקול', 'וטעים', 'בזמן', 'קווקזי', 'חניה', 'האחריות', 'בחוץ', 'מעמד', 'היום', 'מאוד', 'מרק', 'עלה', 'שוב', 'אוסבק', 'בשתי', 'גדול', 'טובה', 'בצק', 'ניסיתי', 'שצריך', 'עולים', 'בהדר', 'הדיל', 'עסקית)', 'מקום', 'נתתי', 'בחרתי', 'המיוחד', 'רוסי', 'בנפרד', 'שהייתי', 'אוזבקי', 'מעולה', 'דבר', 'עם', 'בעבודת', 'ירקות', 'יחזיקו', 'משביע', 'הכלבה', 'כמו', 'שקל', 'פועלים', 'טבעוני', 'היה', 'שהוא', 'לקחת', 'מבחר', 'הוגן', 'ו-2', 'היתה', '7', 'ב-49', 'הבחירות', 'במקום', 'שניהם', 'יש', 'ראשונות', '14:00', 'עשה', 'בלבד', 'בשעה', 'הצבעוני', 'קיגל', 'בלינצס', 'שלהם', 'התפריט', 'אישתי', 'במרק', 'בשר', 'לגמן', 'צהריים', 'מציג', 'חתיכות', 'מוצלח', 'סיכון', 'ביום', 'האוכל', 'מצא', 'קטנות', 'הפעמים', 'של', 'פעם', 'ענק', 'משהו', 'ושמיר', 'סמיון', '6/3/2020', 'הכל', 'מהיר', '17', 'הבן', 'אורז', 'וזול', 'כוכב', 'שלו', 'בהחלט', 'מנות', 'והוסיף', 'נסגר', 'המכיל', 'לשם', 'מצב', '30', 'זו', 'ואת', 'לרחרח', 'אמיתי', 'כמעט', 'הזה', 'הוצע', 'לאכול', 'מקווה', 'שלי', 'הייתי', 'גזר', 'הוא'}","[32.80979, 34.9988628]",34.055,-0.509,74.723,0.951,0,73,8,119,6,46,,,83.161
True,,,False,False,False,True,True,,False,True,,,אוזבצ'קה,,"[660, 1140]","[600, 1140]","[660, 1140]","[660, 1140]","[660, 1140]","[660, 840]","[-1, -1]",648.0,1140.0,False,"{'', 'הטעם', 'ביצה', 'good', '-', 'אבל', 'אוכל', 'נחה', 'אחרי', 'שם', 'אני', 'לעולם', 'כאילו', 'I', 'small', 'טעים', 'הקמח', 'נחמדה', 'לא', 'more', 'שאין', 'זה', 'ללקק', 'במחיר', 'שלל', 'לטייק', 'not', 'האוטנטיות', 'meats', 'Prices', 'ומעל', 'ששאלתי', 'money', 'לה', 'mean', 'פתאום', 'are', 'קטנה', 'האצבעות', 'החי', 'ערימת', 'to', 'חלב', 'חתולה', 'Great', 'אכלתי', 'מטעמים', 'and', 'שהתרד', 'את', 'פעמים', 'קווקזי', 'מרקים(מרק', 'אושפלאו', 'מאפים', 'place', ""It's"", 'ליד', 'אוואי', 'מאוד', 'מרק', 'ביתי', 'i', 'המרק', 'הבית', 'בוכרי', 'הזמנו', 'אמרו', 'המקום', 'כבש', 'a', 'מקום', 'צלעות', 'שיפוד', 'fancy', 'פי', 'עם', 'חופשי', 'למי', 'looking', 'מסורתי', 'מסתובבות', 'romantic', 'טבעוני', 'מרחיק', 'בהכנה', 'נחזור', 'came', 'בוודאות', '""לקינוח""', 'בשיא', 'מסעדה', 'בנוסף', 'מטבח', 'סמסה', 'אריזות', 'חתולות', 'אחרונה', 'oriental', 'יש', 'Russian/Uzbek', 'value', 'הגעתי', 'או', 'for', 'חושבת', 'ובטעם', 'בני', 'טעיםםםם', 'רחוב', ')', 'date', 'פלוב-', 'לגמן', 'חוזר', 'וגם', 'גילינו', 'האוכל', 'ביתית', 'של', 'it', 'פעם', 'נדיר', 'במסעדה', 'Fantastic', 'ממש', 'eat', 'your', 'לקחנו', 'תרד', 'במקרה', 'שמסתובב', 'במיוחד', 'מצוינת', 'מומל', 'בחיפה', 'בחום', 'less', 'מסדה', 'בקר', 'לטעימות', 'הרצל', 'מדפי', 'לכאן', 'מצוין', 'והצוות', 'ממליץ', 'הגשה', 'ועוד', 'והאוכל', 'שחובב', 'רבות', 'הייתי', 'על', 'בתיבול', ""צ'יבורקי""}","[32.8098111, 34.9988784]",48.78,-0.555,43.375,0.75,0,72,8,119,6,45,,False,87.992
True,,,True,False,False,True,True,,True,,,,בעתו “מפגש השוק״,,"[960, 1380]","[960, 1380]","[960, 1380]","[960, 1380]","[840, 1440]","[720, 1020]","[-1, -1]",936.0,1392.0,False,"{'', 'שיפקה', 'הטעם', 'לחם', 'החריפות', 'חלקנו', 'לכולם', 'שמן', 'אבל', 'אז', 'אוכל', 'חריפות', 'ולבבי', 'מובטח', 'שוק', 'מוזיקה', 'ממסעדה', 'רצינו', 'אני', 'פיסות', 'שקדי', '76', 'מתפלל', 'חיפה\u200e', 'טעים', 'לא', 'נוכחות', 'מהאוכל', 'ויבש', 'ומעליו', 'ואני', 'וסוויצה', 'לחזור', 'הבר', 'אתו', 'חסרי', 'השתיה', 'מצפה', 'מבטיח', 'ארוחת', 'להגיע', 'למנה', 'היא', '2', 'מענג', 'שיש', 'נצרבו', 'צלויה', 'אולי', 'מוזרה', 'עמדנו', 'זוגתי', 'שרימפס', 'השפע', 'היינו', 'ואוכל', 'האדמה', 'שהגיע', 'מתאמץ', 'חדש', '40', 'חוויה', 'להחריד', 'מחירים', 'בחורשט', 'לימונדה', 'לטעמי', 'שראיתי', 'גדולה', 'עוד', 'שתצליחו', 'לבקש', 'קרודו', 'שירות', 'מסעדת', 'בקיצור', 'בטלוויזיה', 'הלקוח)', '4', 'את', 'הציפיות', 'טעימות', 'פעמים', 'מאד', 'וקוקטיילים', 'יוקרה', 'ולעדכן', 'למקום', 'באופן', 'השומשום', 'מומלץ', 'ביותר', 'שרוף', 'לפרגן', 'מבושלים', 'רוצה', 'מופלצים', 'שהעמיק', 'הבית', 'הטקסטורה', 'תלפיות', 'השירות', 'אוסף', 'הזמנו', 'הפלאנצ׳ה', 'מהסוג', 'הבירה', 'מביאה', '8', 'עיצוב', 'גבינת', 'ישבנו', 'עושים', 'שתקראו', 'טרטר', 'תפוחי', 'הכי', 'לשישה', 'שיפוד', 'הסכימו', 'מזעזע', 'ההפתעה', 'ומדליק', 'חשבון', '\u200eשוק', 'לביקור', '—', 'עם', 'ההנאה', 'גרם', 'ומהשירות', 'מקומות', 'ב״בעיתו״', 'שאתה', 'שקל', 'הזכירה', 'הגרעינים', 'נוראית', 'דג', 'היה', 'סבזי', 'המנות', 'מושלם', 'לדוגמה', 'כזאת', 'לארוחת', 'היתה', 'מרכיבי', 'נהוג', 'אסור', 'להתרחק', 'ערב', 'השיפקה', 'ומענגת', 'טעמם', 'הגעתי', 'שהוגש', '42', 'עשינו', 'כיסא', 'בפתיחה', 'טעם', 'פרוסות', 'במרק', 'ומתחנף', 'קטנים', 'המוזיקה', 'דומה', 'עדינה', 'ונימוח', 'ככה', 'כזה', 'למעשה', 'יהייה', 'אפילו', 'קטנות', 'ג׳יבנה', 'קפואים', 'של', 'נאלתתי', 'קשוב', 'נהנו', 'וקליל', '18', 'הכל', 'חזקה', 'יין', 'מה', 'ראיתי', 'ועדיין', 'ותתקנו', 'שזה', 'וחיבור', 'בחום', '(מוזיקה', 'ממליצה', 'מנות', 'שומשום', 'השקדים', 'צלוי', 'הטעמים', 'להנמיך', 'שהייתה', '54', 'הטרטר', '(בתמונה)', 'מינוס', 'של:', 'הזול', '5', 'בלי', 'נעים', 'והצלחתי', 'הטוב', 'פוזרו', 'בטיפול', 'מצוין', 'כוס', 'ממליץ', 'מיצים', 'למה', 'במחירים', 'השונות', 'כגודל', 'נהדרת', 'אלכוהול', 'at', 'אדמה', 'חסר', 'עגל', 'מולדת', 'על'}","[32.8088109, 35.0017839]",30.898,-0.575,66.342,0.88,0,68,15,87,2,38,,,89.501
